model,condition,id,gold,prediction,confidence,correct,request_words,padding_words,raw
gpt-4.1-nano,short,banking-436,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,85,1,8,0,"{   ""label"": ""direct_debit_payment_not_recognised"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-711,unable_to_verify_identity,balance_not_updated_after_bank_transfer,70,0,9,0,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-476,exchange_via_app,exchange_rate,95,0,7,0,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-157,request_refund,reverted_card_payment?,85,0,10,0,"{   ""label"": ""reverted_card_payment?"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-389,change_pin,change_pin,95,1,7,0,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-257,apple_pay_or_google_pay,apple_pay_or_google_pay,85,1,11,0,"{   ""label"": ""apple_pay_or_google_pay"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-215,verify_top_up,verify_top_up,85,1,10,0,"{   ""label"": ""verify_top_up"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-556,pending_card_payment,pending_transfer,85,0,6,0,"{""label"": ""pending_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-381,cash_withdrawal_not_recognised,lost_or_stolen_card,85,0,16,0,"{   ""label"": ""lost_or_stolen_card"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-344,card_payment_fee_charged,extra_charge_on_statement,85,0,42,0,"{   ""label"": ""extra_charge_on_statement"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-073,contactless_not_working,contactless_not_working,85,1,14,0,"{""label"": ""contactless_not_working"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-677,transaction_charged_twice,transaction_charged_twice,95,1,5,0,"{   ""label"": ""transaction_charged_twice"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-411,country_support,country_support,85,1,6,0,"{""label"": ""country_support"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-035,card_acceptance,card_acceptance,85,1,12,0,"{""label"": ""card_acceptance"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-516,getting_spare_card,getting_spare_card,85,1,5,0,"{""label"": ""getting_spare_card"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-245,activate_my_card,activate_my_card,85,1,12,0,"{   ""label"": ""activate_my_card"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-406,contactless_not_working,contactless_not_working,95,1,23,0,"{   ""label"": ""contactless_not_working"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-695,transfer_not_received_by_recipient,transfer_not_received_by_recipient,95,1,12,0,"{   ""label"": ""transfer_not_received_by_recipient"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-269,automatic_top_up,top_up_limits,85,0,15,0,"{""label"": ""top_up_limits"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-036,card_acceptance,card_acceptance,95,1,4,0,"{   ""label"": ""card_acceptance"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-702,transfer_timing,pending_transfer,85,0,9,0,"{""label"": ""pending_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-667,topping_up_by_card,top_up_by_bank_transfer_charge,70,0,8,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 70 }"
gpt-4.1-nano,short,banking-341,card_not_working,card_not_working,95,1,8,0,"{   ""label"": ""card_not_working"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-696,transfer_not_received_by_recipient,pending_transfer,80,0,8,0,"{""label"": ""pending_transfer"", ""confidence"": 80}"
gpt-4.1-nano,short,banking-158,request_refund,request_refund,85,1,6,0,"{""label"": ""request_refund"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-704,transfer_timing,transfer_timing,85,1,8,0,"{""label"": ""transfer_timing"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-559,pending_card_payment,pending_card_payment,70,1,7,0,"{   ""label"": ""pending_card_payment"",   ""confidence"": 70 }"
gpt-4.1-nano,short,banking-037,card_arrival,card_arrival,85,1,12,0,"{   ""label"": ""card_arrival"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-140,pending_card_payment,pending_card_payment,85,1,10,0,"{   ""label"": ""pending_card_payment"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-736,virtual_card_not_working,disposable_card_limits,85,0,15,0,"{""label"": ""disposable_card_limits"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-426,declined_cash_withdrawal,atm_support,85,0,24,0,"{""label"": ""atm_support"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-243,activate_my_card,activate_my_card,95,1,6,0,"{   ""label"": ""activate_my_card"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-234,Refund_not_showing_up,Refund_not_showing_up,95,1,14,0,"{   ""label"": ""Refund_not_showing_up"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-399,compromised_card,disposable_card_limits,20,0,12,0,"{""label"": ""disposable_card_limits"", ""confidence"": 20}"
gpt-4.1-nano,short,banking-630,top_up_by_bank_transfer_charge,transfer_timing,85,0,9,0,"{""label"": ""transfer_timing"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-258,apple_pay_or_google_pay,apple_pay_or_google_pay,85,1,9,0,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-080,declined_card_payment,card_payment_not_recognised,85,0,23,0,"{   ""label"": ""card_payment_not_recognised"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-031,card_about_to_expire,card_about_to_expire,85,1,10,0,"{   ""label"": ""card_about_to_expire"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-473,exchange_via_app,exchange_rate,85,0,4,0,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-643,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,70,1,4,0,"{""label"": ""top_up_by_cash_or_cheque"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-152,pin_blocked,unable_to_verify_identity,85,0,10,0,"{""label"": ""unable_to_verify_identity"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-434,declined_transfer,failed_transfer,90,0,23,0,"{   ""label"": ""failed_transfer"",   ""confidence"": 90 }"
gpt-4.1-nano,short,banking-178,top_up_failed,top_up_failed,70,1,11,0,"{""label"": ""top_up_failed"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-212,verify_source_of_funds,getting_spare_card,10,0,6,0,"{   ""label"": ""getting_spare_card"",   ""confidence"": 10 }"
gpt-4.1-nano,short,banking-708,unable_to_verify_identity,unable_to_verify_identity,85,1,7,0,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-196,transfer_into_account,top_up_by_bank_transfer_charge,70,0,13,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 70 }"
gpt-4.1-nano,short,banking-610,supported_cards_and_currencies,card_acceptance,85,0,6,0,"{""label"": ""card_acceptance"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-710,unable_to_verify_identity,unable_to_verify_identity,85,1,13,0,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-723,verify_source_of_funds,verify_source_of_funds,95,1,11,0,"{   ""label"": ""verify_source_of_funds"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-386,change_pin,change_pin,95,1,10,0,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-561,pending_cash_withdrawal,pending_cash_withdrawal,95,1,9,0,"{""label"": ""pending_cash_withdrawal"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-760,wrong_amount_of_cash_received,balance_not_updated_after_bank_transfer,70,0,15,0,"{   ""label"": ""balance_not_updated_after_bank_transfer"",   ""confidence"": 70 }"
gpt-4.1-nano,short,banking-324,card_delivery_estimate,card_arrival,95,0,10,0,"{   ""label"": ""card_arrival"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-384,cash_withdrawal_not_recognised,disputed_transaction,70,0,13,0,"{""label"": ""disputed_transaction"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-387,change_pin,change_pin,95,1,10,0,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-337,card_not_working,card_not_working,85,1,13,0,"{   ""label"": ""card_not_working"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-097,exchange_charge,exchange_rate,95,0,9,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-547,passcode_forgotten,passcode_forgotten,85,1,8,0,"{""label"": ""passcode_forgotten"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-349,card_payment_fee_charged,card_payment_fee_charged,85,1,12,0,"{""label"": ""card_payment_fee_charged"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-487,failed_transfer,failed_transfer,85,1,7,0,"{""label"": ""failed_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-039,card_arrival,card_delivery_estimate,85,0,11,0,"{""label"": ""card_delivery_estimate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-139,pending_card_payment,pending_transfer,85,0,29,0,"{""label"": ""pending_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-684,transfer_fee_charged,transfer_fee_charged,85,1,12,0,"{""label"": ""transfer_fee_charged"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-164,supported_cards_and_currencies,supported_cards_and_currencies,85,1,6,0,"{""label"": ""supported_cards_and_currencies"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-680,transfer_fee_charged,transfer_fee_charged,85,1,5,0,"{""label"": ""transfer_fee_charged"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-357,card_payment_not_recognised,failed_transfer,85,0,7,0,"{""label"": ""failed_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-435,direct_debit_payment_not_recognised,request_refund,70,0,16,0,"{   ""label"": ""request_refund"",   ""confidence"": 70 }"
gpt-4.1-nano,short,banking-633,top_up_by_card_charge,top_up_by_card_charge,85,1,12,0,"{""label"": ""top_up_by_card_charge"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-452,edit_personal_details,edit_personal_details,95,1,11,0,"{""label"": ""edit_personal_details"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-732,verify_top_up,verify_top_up,0,1,9,0,"{""label"": ""verify_top_up"", ""confidence"": 0}"
gpt-4.1-nano,short,banking-001,Refund_not_showing_up,Refund_not_showing_up,95,1,37,0,"{   ""label"": ""Refund_not_showing_up"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-409,country_support,country_support,85,1,8,0,"{""label"": ""country_support"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-317,card_arrival,card_delivery_estimate,85,0,17,0,"{   ""label"": ""card_delivery_estimate"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-327,card_delivery_estimate,card_delivery_estimate,85,1,10,0,"{""label"": ""card_delivery_estimate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-293,beneficiary_not_allowed,beneficiary_not_allowed,85,1,11,0,"{""label"": ""beneficiary_not_allowed"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-751,why_verify_identity,unable_to_verify_identity,70,0,10,0,"{""label"": ""unable_to_verify_identity"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-746,visa_or_mastercard,card_acceptance,85,0,11,0,"{""label"": ""card_acceptance"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-199,transfer_not_received_by_recipient,transfer_not_received_by_recipient,85,1,12,0,"{   ""label"": ""transfer_not_received_by_recipient"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-155,receiving_money,transfer_timing,70,0,13,0,"{""label"": ""transfer_timing"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-365,card_swallowed,card_swallowed,95,1,5,0,"{   ""label"": ""card_swallowed"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-658,top_up_limits,top_up_limits,85,1,7,0,"{""label"": ""top_up_limits"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-027,beneficiary_not_allowed,beneficiary_not_allowed,70,1,7,0,"{   ""label"": ""beneficiary_not_allowed"",   ""confidence"": 70 }"
gpt-4.1-nano,short,banking-047,card_not_working,card_not_working,85,1,12,0,"{""label"": ""card_not_working"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-623,terminate_account,terminate_account,95,1,15,0,"{   ""label"": ""terminate_account"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-461,exchange_charge,exchange_rate,85,0,19,0,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-537,lost_or_stolen_phone,lost_or_stolen_phone,85,1,13,0,"{""label"": ""lost_or_stolen_phone"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-266,atm_support,atm_support,85,1,5,0,"{""label"": ""atm_support"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-490,failed_transfer,failed_transfer,85,1,7,0,"{""label"": ""failed_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-618,terminate_account,terminate_account,85,1,9,0,"{   ""label"": ""terminate_account"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-106,extra_charge_on_statement,extra_charge_on_statement,85,1,9,0,"{""label"": ""extra_charge_on_statement"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-715,verify_my_identity,verify_my_identity,85,1,9,0,"{""label"": ""verify_my_identity"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-579,pending_transfer,pending_transfer,85,1,8,0,"{""label"": ""pending_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-187,topping_up_by_card,balance_not_updated_after_bank_transfer,70,0,16,0,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-358,card_payment_wrong_exchange_rate,exchange_rate,85,0,14,0,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-402,contactless_not_working,contactless_not_working,95,1,23,0,"{""label"": ""contactless_not_working"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-126,getting_virtual_card,getting_virtual_card,85,1,22,0,"{""label"": ""getting_virtual_card"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-632,top_up_by_card_charge,top_up_by_card_charge,85,1,7,0,"{""label"": ""top_up_by_card_charge"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-114,fiat_currency_support,fiat_currency_support,85,1,8,0,"{""label"": ""fiat_currency_support"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-690,transfer_into_account,transfer_into_account,85,1,15,0,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-295,cancel_transfer,reverted_card_payment?,20,0,9,0,"{""label"": ""reverted_card_payment?"", ""confidence"": 20}"
gpt-4.1-nano,short,banking-549,passcode_forgotten,passcode_forgotten,85,1,6,0,"{""label"": ""passcode_forgotten"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-648,top_up_failed,top_up_failed,85,1,36,0,"{""label"": ""top_up_failed"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-502,get_disposable_virtual_card,get_disposable_virtual_card,85,1,9,0,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-393,compromised_card,getting_spare_card,85,0,14,0,"{   ""label"": ""getting_spare_card"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-180,top_up_failed,top_up_failed,70,1,6,0,"{""label"": ""top_up_failed"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-303,card_about_to_expire,card_about_to_expire,85,1,9,0,"{""label"": ""card_about_to_expire"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-249,age_limit,age_limit,95,1,9,0,"{""label"": ""age_limit"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-191,transaction_charged_twice,pending_transfer,85,0,38,0,"{""label"": ""pending_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-400,contactless_not_working,contactless_not_working,95,1,7,0,"{   ""label"": ""contactless_not_working"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-749,visa_or_mastercard,get_disposable_virtual_card,80,0,7,0,"{   ""label"": ""get_disposable_virtual_card"",   ""confidence"": 80 }"
gpt-4.1-nano,short,banking-175,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,90,1,10,0,"{   ""label"": ""top_up_by_cash_or_cheque"",   ""confidence"": 90 }"
gpt-4.1-nano,short,banking-546,order_physical_card,get_physical_card,95,0,7,0,"{   ""label"": ""get_physical_card"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-194,transfer_fee_charged,transfer_not_received_by_recipient,70,0,45,0,"{""label"": ""transfer_not_received_by_recipient"", ""confidence"": 70}"
gpt-4.1-nano,short,banking-733,verify_top_up,verify_top_up,85,1,12,0,"{   ""label"": ""verify_top_up"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-538,lost_or_stolen_phone,lost_or_stolen_phone,95,1,4,0,"{   ""label"": ""lost_or_stolen_phone"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-463,exchange_rate,exchange_rate,85,1,10,0,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-466,exchange_rate,exchange_rate,85,1,5,0,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-492,fiat_currency_support,exchange_rate,85,0,5,0,"{""label"": ""exchange_rate"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-703,transfer_timing,transfer_into_account,85,0,9,0,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-366,card_swallowed,card_swallowed,95,1,8,0,"{""label"": ""card_swallowed"", ""confidence"": 95}"
gpt-4.1-nano,short,banking-590,receiving_money,beneficiary_not_allowed,20,0,11,0,"{""label"": ""beneficiary_not_allowed"", ""confidence"": 20}"
gpt-4.1-nano,short,banking-382,cash_withdrawal_not_recognised,compromised_card,95,0,29,0,"{   ""label"": ""compromised_card"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-488,failed_transfer,failed_transfer,85,1,6,0,"{""label"": ""failed_transfer"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-619,terminate_account,terminate_account,85,1,11,0,"{""label"": ""terminate_account"", ""confidence"": 85}"
gpt-4.1-nano,short,banking-156,receiving_money,receiving_money,85,1,8,0,"{   ""label"": ""receiving_money"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-184,top_up_reverted,request_refund,95,0,10,0,"{   ""label"": ""request_refund"",   ""confidence"": 95 }"
gpt-4.1-nano,short,banking-716,verify_my_identity,unable_to_verify_identity,85,0,9,0,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 85 }"
gpt-4.1-nano,short,banking-274,balance_not_updated_after_bank_transfer,pending_transfer,85,0,12,0,"{   ""label"": ""pending_transfer"",   ""confidence"": 85 }"
